Camera Localization Data & Odometric Encoder ticks
 time | pose.x | pose.y | pose.z | cov[1,1] | cov[1,2] | cov[1,3] | cov[2,1] | cov[2,2] | cov[2,3] | cov[3,1] | cov[3,2] | cov[3,3]	|	Left_Tick	| Right_Tick
48516 | -132.539 | 102.575 | 1.68519 | 8.94277 | 1.78793 | -0.0179487 | 1.78793 | 6.72016 | -0.0099799 | -0.0179487 | -0.0099799 | 0.0275002 | -4050300 | 3271165 | 
48639 | -132.852 | 98.3784 | 1.74638 | 7.94003 | 1.6514 | -0.0174994 | 1.6514 | 5.77447 | -0.00945439 | -0.0174994 | -0.00945439 | 0.0308002 | -4063608 | 3271165 | 
49262 | -129.62 | 86.7723 | 2.02611 | 9.62202 | 1.06578 | -0.0168591 | 1.06578 | 7.18421 | -0.00633289 | -0.0168591 | -0.00633289 | 0.0308002 | -4130207 | 3271041 | 
49578 | -129.15 | 77.6609 | 2.17837 | 11.3004 | 0.739734 | -0.0166771 | 0.739734 | 8.72022 | -0.004443 | -0.0166771 | -0.004443 | 0.0308002 | -4156458 | 3270604 | 
49580 | -129.15 | 77.6609 | 2.17837 | 11.3004 | 0.739734 | -0.0166771 | 0.739734 | 8.72022 | -0.004443 | -0.0166771 | -0.004443 | 0.0308002 | -4162293 | 3270382 | 
49640 | -129.15 | 77.6609 | 2.17837 | 11.3004 | 0.739734 | -0.0166771 | 0.739734 | 8.72022 | -0.004443 | -0.0166771 | -0.004443 | 0.0308002 | -4169203 | 3270161 | 
49702 | -129.918 | 78.7423 | 2.21509 | 11.8781 | 0.714306 | -0.0169022 | 0.714306 | 9.20434 | -0.00423308 | -0.0169022 | -0.00423308 | 0.0275002 | -4169203 | 3270161 | 
49702 | -129.918 | 78.7423 | 2.21509 | 11.8781 | 0.714306 | -0.0169022 | 0.714306 | 9.20434 | -0.00423308 | -0.0169022 | -0.00423308 | 0.0275002 | -4175209 | 3270072 | 
49764 | -128.483 | 73.5541 | 2.23871 | 11.9239 | 0.598725 | -0.0166982 | 0.598725 | 9.26838 | -0.00359121 | -0.0166982 | -0.00359121 | 0.0308002 | -4181304 | 3270030 | 
49825 | -130.32 | 76.365 | 2.27519 | 12.1138 | 0.608042 | -0.0170109 | 0.608042 | 9.35231 | -0.00358009 | -0.0170109 | -0.00358009 | 0.0308002 | -4181304 | 3270030 | 
49826 | -130.32 | 76.365 | 2.27519 | 12.1138 | 0.608042 | -0.0170109 | 0.608042 | 9.35231 | -0.00358009 | -0.0170109 | -0.00358009 | 0.0308002 | -4187473 | 3270028 | 
49951 | -128.412 | 72.9248 | 2.32149 | 12.9289 | 0.479781 | -0.0171565 | 0.479782 | 10.0682 | -0.00280061 | -0.0171565 | -0.00280061 | 0.0275002 | -4200768 | 3270025 | 
50203 | -130.094 | 71.4897 | 2.44048 | 5.91088 | 0.320812 | -0.0177633 | 0.320812 | 2.79301 | -0.0018082 | -0.0177633 | -0.0018082 | 0.0019002 | -4219364 | 3269756 | 
50205 | -130.094 | 71.4897 | 2.44048 | 5.91088 | 0.320812 | -0.0177633 | 0.320812 | 2.79301 | -0.0018082 | -0.0177633 | -0.0018082 | 0.0019002 | -4226569 | 3269647 | 
50266 | -129.335 | 68.6147 | 2.46061 | 14.3412 | 0.244474 | -0.0177889 | 0.244474 | 11.2005 | -0.0013756 | -0.0177889 | -0.0013756 | 0.0275002 | -4232593 | 3269622 | 
50328 | -130.755 | 69.6024 | 2.49997 | 6.16102 | 0.221337 | -0.0180528 | 0.221337 | 2.92207 | -0.00122706 | -0.0180528 | -0.00122706 | 0.0019002 | -4232593 | 3269622 | 
50329 | -130.755 | 69.6024 | 2.49997 | 6.16102 | 0.221337 | -0.0180528 | 0.221337 | 2.92207 | -0.00122706 | -0.0180528 | -0.00122706 | 0.0019002 | -4238423 | 3269619 | 
50390 | -131.705 | 68.8731 | 2.5318 | 4.43359 | 0.177672 | -0.0181924 | 0.177672 | 1.13867 | -0.00097715 | -0.0181924 | -0.00097715 | 0.000500202 | -4238423 | 3269619 | 
50395 | -131.705 | 68.8731 | 2.5318 | 4.43359 | 0.177672 | -0.0181924 | 0.177672 | 1.13867 | -0.00097715 | -0.0181924 | -0.00097715 | 0.000500202 | -4245364 | 3269619 | 
50454 | -132.615 | 67.8493 | 2.56305 | 6.38992 | 0.129282 | -0.018322 | 0.129282 | 3.04321 | -0.000705596 | -0.018322 | -0.000705596 | 0.0019002 | -4251281 | 3269619 | 
50514 | -132.825 | 66.9684 | 2.58654 | 4.53676 | 0.0862081 | -0.0184596 | 0.0862082 | 1.13671 | -0.000466524 | -0.0184596 | -0.000466524 | 0.000500202 | -4251281 | 3269619 | 
50515 | -132.825 | 66.9684 | 2.58654 | 4.53676 | 0.0862081 | -0.0184596 | 0.0862082 | 1.13671 | -0.000466524 | -0.0184596 | -0.000466524 | 0.000500202 | -4257352 | 3269619 | 
50574 | -133.17 | 65.4875 | 2.61321 | 6.63158 | 0.0302266 | -0.0185905 | 0.0302266 | 3.18121 | -0.000161503 | -0.0185905 | -0.000161503 | 0.0019002 | -4257352 | 3269619 | 
50575 | -133.17 | 65.4875 | 2.61321 | 6.63158 | 0.0302266 | -0.0185905 | 0.0302266 | 3.18121 | -0.000161503 | -0.0185905 | -0.000161503 | 0.0019002 | -4263576 | 3269619 | 
50639 | -133.901 | 64.8318 | 2.64597 | 16.0845 | -0.0176011 | -0.0187964 | -0.0176011 | 12.5571 | 9.52299e-005 | -0.0187964 | 9.52299e-005 | 0.0275002 | -4270870 | 3269619 | 
50700 | -133.901 | 64.8318 | 2.64597 | 16.0845 | -0.0176011 | -0.0187964 | -0.0176011 | 12.5571 | 9.52299e-005 | -0.0187964 | 9.52299e-005 | 0.0275002 | -4270870 | 3269619 | 
50701 | -133.901 | 64.8318 | 2.64597 | 16.0845 | -0.0176011 | -0.0187964 | -0.0176011 | 12.5571 | 9.52299e-005 | -0.0187964 | 9.52299e-005 | 0.0275002 | -4277375 | 3269619 | 
50763 | -134.115 | 63.4082 | 2.67221 | 6.93076 | -0.0745065 | -0.018959 | -0.0745064 | 3.34364 | 0.000395169 | -0.018959 | 0.000395169 | 0.0019002 | -4283908 | 3269619 | 
50825 | -127.861 | 68.9837 | 2.71359 | 20.1947 | 4.66075 | -0.0208645 | 4.66075 | 20.8479 | -0.0223792 | -0.0208645 | -0.0223792 | 0.0308002 | -4283908 | 3269619 | 
50826 | -127.861 | 68.9837 | 2.71359 | 20.1947 | 4.66075 | -0.0208645 | 4.66075 | 20.8479 | -0.0223792 | -0.0208645 | -0.0223792 | 0.0308002 | -4290375 | 3269614 | 
50888 | -138.737 | 58.1166 | 2.75417 | 18.5403 | -0.236519 | -0.0191391 | -0.236519 | 14.8985 | 0.00123965 | -0.0191391 | 0.00123965 | 0.0308002 | -4290375 | 3269614 | 
50889 | -138.737 | 58.1166 | 2.75417 | 18.5403 | -0.236519 | -0.0191391 | -0.236519 | 14.8985 | 0.00123965 | -0.0191391 | 0.00123965 | 0.0308002 | -4297943 | 3269595 | 
51131 | -138.973 | 57.8679 | 2.86058 | 5.26169 | -0.387433 | -0.0202626 | -0.387433 | 1.19943 | 0.00191722 | -0.0202626 | 0.00191722 | 0.000500202 | -4304277 | 3269585 | 
51132 | -138.973 | 57.8679 | 2.86058 | 5.26169 | -0.387433 | -0.0202626 | -0.387433 | 1.19943 | 0.00191722 | -0.0202626 | 0.00191722 | 0.000500202 | -4323162 | 3269548 | 
51201 | -136.907 | 59.1724 | 2.89445 | 8.7789 | 0.990995 | -0.00898636 | 0.990995 | 8.18379 | -0.00454179 | -0.00898636 | -0.00454179 | 0.0145235 | -4323162 | 3269548 | 
51202 | -136.907 | 59.1724 | 2.89445 | 8.7789 | 0.990995 | -0.00898636 | 0.990995 | 8.18379 | -0.00454179 | -0.00898636 | -0.00454179 | 0.0145235 | -4330625 | 3269544 | 
51263 | -134.539 | 62.1246 | 2.92274 | 16.7759 | 4.75503 | -0.0194754 | 4.75503 | 18.9616 | -0.0244605 | -0.0194754 | -0.0244605 | 0.0308002 | -4336730 | 3269450 | 
51328 | -139.474 | 55.54 | 2.96372 | 9.16443 | 1.21953 | -0.00882196 | 1.21953 | 8.96699 | -0.00542379 | -0.00882196 | -0.00542379 | 0.0153947 | -4336730 | 3269450 | 
51329 | -139.474 | 55.54 | 2.96372 | 9.16443 | 1.21953 | -0.00882196 | 1.21953 | 8.96699 | -0.00542379 | -0.00882196 | -0.00542379 | 0.0153947 | -4342588 | 3269329 | 
51389 | -140.675 | 54.5093 | 2.97631 | 4.04759 | -0.317527 | -0.0149042 | -0.317527 | 1.13859 | 0.00168808 | -0.0149042 | 0.00168808 | 0.000469843 | -4342588 | 3269329 | 
51391 | -140.675 | 54.5093 | 2.97631 | 4.04759 | -0.317527 | -0.0149042 | -0.317527 | 1.13859 | 0.00168808 | -0.0149042 | 0.00168808 | 0.000469843 | -4349075 | 3269192 | 
51450 | -142.646 | 53.7363 | 3.0079 | 5.80868 | -0.640655 | -0.0215391 | -0.640655 | 1.2659 | 0.0029816 | -0.0215391 | 0.0029816 | 0.000500202 | -4354574 | 3268700 | 
51513 | -145.835 | 49.9392 | 3.04367 | 20.6675 | -0.749036 | -0.0216197 | -0.749036 | 16.1217 | 0.00347281 | -0.0216197 | 0.00347281 | 0.0275002 | -4354574 | 3268700 | 
51514 | -145.835 | 49.9392 | 3.04367 | 20.6675 | -0.749036 | -0.0216197 | -0.749036 | 16.1217 | 0.00347281 | -0.0216197 | 0.00347281 | 0.0275002 | -4360159 | 3268418 | 
51575 | -144.479 | 52.138 | 3.06448 | 6.0328 | -0.73715 | -0.0220408 | -0.73715 | 1.29527 | 0.00335241 | -0.0220408 | 0.00335241 | 0.000500202 | -4360159 | 3268418 | 
51576 | -144.479 | 52.138 | 3.06448 | 6.0328 | -0.73715 | -0.0220408 | -0.73715 | 1.29527 | 0.00335241 | -0.0220408 | 0.00335241 | 0.000500202 | -4365810 | 3268144 | 
51640 | -144.479 | 52.138 | 3.06448 | 6.0328 | -0.73715 | -0.0220408 | -0.73715 | 1.29527 | 0.00335241 | -0.0220408 | 0.00335241 | 0.000500202 | -4372507 | 3268050 | 
51701 | -143.959 | 51.5459 | 3.08667 | 4.07362 | -0.386775 | -0.0145398 | -0.386775 | 1.16207 | 0.00198575 | -0.0145398 | 0.00198575 | 0.000465564 | -4372507 | 3268050 | 
51702 | -143.959 | 51.5459 | 3.08667 | 4.07362 | -0.386775 | -0.0145398 | -0.386775 | 1.16207 | 0.00198575 | -0.0145398 | 0.00198575 | 0.000465564 | -4378115 | 3268049 | 
51766 | -145.942 | 50.3165 | 3.11514 | 9.68816 | -0.833709 | -0.0225304 | -0.833709 | 4.75797 | 0.00370899 | -0.0225304 | 0.00370899 | 0.0019002 | -4383517 | 3268049 | 
51826 | -147.051 | 50.2054 | -3.14023 | 9.85567 | -0.865478 | -0.0227811 | -0.865477 | 4.81954 | 0.00380792 | -0.0227811 | 0.00380792 | 0.0019002 | -4383517 | 3268049 | 
51827 | -147.051 | 50.2054 | -3.14023 | 9.85567 | -0.865478 | -0.0227811 | -0.865477 | 4.81954 | 0.00380792 | -0.0227811 | 0.00380792 | 0.0019002 | -4389048 | 3268034 | 
51888 | -147.26 | 51.28 | -3.1078 | 2.75292 | 0.907175 | -0.00580849 | 0.907175 | 2.89307 | -0.00418711 | -0.00580849 | -0.00418711 | 0.000930885 | -4389048 | 3268034 | 
51889 | -147.26 | 51.28 | -3.1078 | 2.75292 | 0.907175 | -0.00580849 | 0.907175 | 2.89307 | -0.00418711 | -0.00580849 | -0.00418711 | 0.000930885 | -4395342 | 3267843 | 
51951 | -147.199 | 50.222 | -3.08947 | 5.39665 | 0.0800707 | -0.0116235 | 0.0800706 | 3.69956 | 0.000880891 | -0.0116235 | 0.000880891 | 0.00175519 | -4400516 | 3267398 | 
52124 | -149.771 | 48.4396 | -3.00951 | 5.37346 | 0.109678 | -0.0112585 | 0.109678 | 3.82112 | 0.0008786 | -0.0112585 | 0.000878599 | 0.0017532 | -4400516 | 3267398 | 
52129 | -149.771 | 48.4396 | -3.00951 | 5.37346 | 0.109678 | -0.0112585 | 0.109678 | 3.82112 | 0.0008786 | -0.0112585 | 0.000878599 | 0.0017532 | -4415805 | 3266912 | 
52139 | -149.771 | 48.4396 | -3.00951 | 5.37346 | 0.109678 | -0.0112585 | 0.109678 | 3.82112 | 0.0008786 | -0.0112585 | 0.000878599 | 0.0017532 | -4417626 | 3266875 | 
52200 | -148.737 | 49.278 | -2.9759 | 7.3626 | 1.45464 | -0.00777854 | 1.45464 | 8.33346 | -0.00626375 | -0.00777854 | -0.00626375 | 0.0145203 | -4417626 | 3266875 | 
52201 | -148.737 | 49.278 | -2.9759 | 7.3626 | 1.45464 | -0.00777854 | 1.45464 | 8.33346 | -0.00626375 | -0.00777854 | -0.00626375 | 0.0145203 | -4423269 | 3266735 | 
52263 | -149.449 | 48.8124 | -2.94907 | 7.22998 | 1.48364 | -0.00766963 | 1.48364 | 8.33207 | -0.00640118 | -0.00766963 | -0.00640118 | 0.0145201 | -4429012 | 3266719 | 
52329 | -154.057 | 45.9 | -2.92817 | 24.74 | -1.18164 | -0.0249987 | -1.18164 | 18.7257 | 0.00473738 | -0.0249987 | 0.00473738 | 0.0275002 | -4429012 | 3266719 | 
52330 | -154.057 | 45.9 | -2.92817 | 24.74 | -1.18164 | -0.0249987 | -1.18164 | 18.7257 | 0.00473738 | -0.0249987 | 0.00473738 | 0.0275002 | -4434814 | 3266719 | 
52388 | -151.05 | 48.756 | -2.89602 | 7.05194 | 1.51975 | -0.00750715 | 1.51975 | 8.36528 | -0.00660864 | -0.00750715 | -0.00660864 | 0.0145198 | -4434814 | 3266719 | 
52392 | -151.05 | 48.756 | -2.89602 | 7.05194 | 1.51975 | -0.00750715 | 1.51975 | 8.36528 | -0.00660864 | -0.00750715 | -0.00660864 | 0.0145198 | -4442017 | 3266719 | 
52451 | -153.87 | 48.9243 | -2.87352 | 7.11032 | 1.46302 | -0.00746279 | 1.46302 | 8.46633 | -0.00698605 | -0.00746279 | -0.00698605 | 0.0137412 | -4448491 | 3266719 | 
52513 | -155.62 | 46.5941 | -2.83094 | 6.90635 | 1.81267 | -0.00714978 | 1.81267 | 9.05011 | -0.00805304 | -0.00714978 | -0.00805304 | 0.0153918 | -4448491 | 3266719 | 
52513 | -155.62 | 46.5941 | -2.83094 | 6.90635 | 1.81267 | -0.00714978 | 1.81267 | 9.05011 | -0.00805304 | -0.00714978 | -0.00805304 | 0.0153918 | -4455230 | 3266719 | 
52575 | -161.594 | 40.0709 | -2.80556 | 30.9487 | -1.44694 | -0.0261858 | -1.44694 | 24.4101 | 0.0055378 | -0.0261858 | 0.0055378 | 0.0308002 | -4455230 | 3266719 | 
52575 | -161.594 | 40.0709 | -2.80556 | 30.9487 | -1.44694 | -0.0261858 | -1.44694 | 24.4101 | 0.0055378 | -0.0261858 | 0.0055378 | 0.0308002 | -4462163 | 3266719 | 
52638 | -161.594 | 40.0709 | -2.80556 | 30.9487 | -1.44694 | -0.0261858 | -1.44694 | 24.4101 | 0.0055378 | -0.0261858 | 0.0055378 | 0.0308002 | -4469125 | 3266719 | 
52827 | -166.256 | 37.667 | -2.70345 | 32.9637 | -1.59612 | -0.027366 | -1.59612 | 25.8293 | 0.00584521 | -0.027366 | 0.00584521 | 0.0308002 | -4484466 | 3266695 | 
52828 | -166.256 | 37.667 | -2.70345 | 32.9637 | -1.59612 | -0.027366 | -1.59612 | 25.8293 | 0.00584521 | -0.027366 | 0.00584521 | 0.0308002 | -4491750 | 3266694 | 
52887 | -165.917 | 38.5001 | -2.67131 | 33.3218 | -1.58393 | -0.0278442 | -1.58393 | 25.9073 | 0.00570097 | -0.0278442 | 0.00570097 | 0.0308002 | -4491750 | 3266694 | 
52888 | -165.917 | 38.5001 | -2.67131 | 33.3218 | -1.58393 | -0.0278442 | -1.58393 | 25.9073 | 0.00570097 | -0.0278442 | 0.00570097 | 0.0308002 | -4498837 | 3266694 | 
52951 | -169.51 | 37.2162 | -2.63496 | 34.0141 | -1.65741 | -0.0281302 | -1.65741 | 26.4634 | 0.00590473 | -0.0281302 | 0.00590473 | 0.0308002 | -4507127 | 3266694 | 
53135 | -163.303 | 49.3539 | -2.53664 | 6.52734 | 3.3443 | -0.0115812 | 3.3443 | 13.5425 | -0.0289304 | -0.0115812 | -0.0289304 | 0.0308002 | -4507127 | 3266694 | 
53136 | -163.303 | 49.3539 | -2.53664 | 6.52734 | 3.3443 | -0.0115812 | 3.3443 | 13.5425 | -0.0289304 | -0.0115812 | -0.0289304 | 0.0308002 | -4527441 | 3266694 | 
53271 | -166.344 | 49.6609 | -2.47731 | 6.05457 | 3.13284 | -0.0108394 | 3.13284 | 13.2505 | -0.028956 | -0.0108394 | -0.028956 | 0.0308002 | -4542009 | 3266690 | 
53326 | -172.163 | 43.5986 | -2.43729 | 5.58961 | 1.5877 | -0.00565731 | 1.5877 | 9.20131 | -0.00975726 | -0.00565731 | -0.00975727 | 0.0145187 | -4542009 | 3266690 | 
53329 | -172.163 | 43.5986 | -2.43729 | 5.58961 | 1.5877 | -0.00565731 | 1.5877 | 9.20131 | -0.00975726 | -0.00565731 | -0.00975727 | 0.0145187 | -4548628 | 3266599 | 
53639 | -174.33 | 51.0484 | -2.28776 | 4.83185 | 2.48426 | -0.00864032 | 2.48426 | 12.3688 | -0.0288058 | -0.00864032 | -0.0288058 | 0.0308002 | -4583415 | 3266394 | 
53951 | -179.411 | 52.4911 | -2.15762 | 4.19024 | 2.04691 | -0.0072063 | 2.04691 | 11.7552 | -0.028458 | -0.0072063 | -0.028458 | 0.0308002 | -4617679 | 3265927 | 
54201 | -192.31 | 41.4902 | -2.06166 | 40.7706 | -1.40293 | -0.0345207 | -1.40293 | 29.0418 | 0.00407299 | -0.0345207 | 0.00407299 | 0.0308002 | -4637508 | 3265802 | 
54203 | -192.31 | 41.4902 | -2.06166 | 40.7706 | -1.40293 | -0.0345207 | -1.40293 | 29.0418 | 0.00407299 | -0.0345207 | 0.00407299 | 0.0308002 | -4643539 | 3265802 | 
54265 | -187.214 | 50.3518 | -2.03802 | 4.42316 | 0.977538 | -0.0039278 | 0.977538 | 8.63467 | -0.0101958 | -0.0039278 | -0.0101959 | 0.0145179 | -4649674 | 3265802 | 
54325 | -186.067 | 55.8538 | -1.9765 | 3.72825 | 1.46034 | -0.00528521 | 1.46034 | 11.0989 | -0.0276838 | -0.00528521 | -0.0276838 | 0.0308002 | -4649674 | 3265802 | 
54326 | -186.067 | 55.8538 | -1.9765 | 3.72825 | 1.46034 | -0.00528521 | 1.46034 | 11.0989 | -0.0276838 | -0.00528521 | -0.0276838 | 0.0308002 | -4655902 | 3265802 | 
54387 | -186.067 | 55.8538 | -1.9765 | 3.72825 | 1.46034 | -0.00528521 | 1.46034 | 11.0989 | -0.0276838 | -0.00528521 | -0.0276838 | 0.0308002 | -4655902 | 3265802 | 
54388 | -186.067 | 55.8538 | -1.9765 | 3.72825 | 1.46034 | -0.00528521 | 1.46034 | 11.0989 | -0.0276838 | -0.00528521 | -0.0276838 | 0.0308002 | -4661963 | 3265802 | 
54451 | -188.807 | 56.714 | -1.90777 | 3.48319 | 1.26502 | -0.00465297 | 1.26502 | 10.6733 | -0.02724 | -0.00465297 | -0.02724 | 0.0308002 | -4669054 | 3265802 | 
54512 | -188.807 | 56.714 | -1.90777 | 3.48319 | 1.26502 | -0.00465297 | 1.26502 | 10.6733 | -0.02724 | -0.00465297 | -0.02724 | 0.0308002 | -4669054 | 3265802 | 
54513 | -188.807 | 56.714 | -1.90777 | 3.48319 | 1.26502 | -0.00465297 | 1.26502 | 10.6733 | -0.02724 | -0.00465297 | -0.02724 | 0.0308002 | -4675104 | 3265802 | 
54575 | -189.985 | 58.8293 | -1.86035 | 3.5297 | 1.11057 | -0.00411908 | 1.11057 | 10.6444 | -0.0270145 | -0.00411908 | -0.0270145 | 0.0308002 | -4675104 | 3265802 | 
54576 | -189.985 | 58.8293 | -1.86035 | 3.5297 | 1.11057 | -0.00411908 | 1.11057 | 10.6444 | -0.0270145 | -0.00411908 | -0.0270145 | 0.0308002 | -4681338 | 3265802 | 
54827 | -193.717 | 62.4038 | -1.7686 | 3.35357 | 0.689895 | -0.00120908 | 0.689895 | 9.09607 | -0.0101503 | -0.00120908 | -0.0101503 | 0.0153929 | -4700712 | 3265776 | 
54828 | -193.717 | 62.4038 | -1.7686 | 3.35357 | 0.689895 | -0.00120908 | 0.689895 | 9.09607 | -0.0101503 | -0.00120908 | -0.0101503 | 0.0153929 | -4706513 | 3265776 | 
54889 | -195.583 | 61.3183 | -1.74282 | 4.74036 | 0.800521 | -0.00308643 | 0.800521 | 11.3869 | -0.0259892 | -0.00308643 | -0.0259892 | 0.0275002 | -4706513 | 3265776 | 
54890 | -195.583 | 61.3183 | -1.74282 | 4.74036 | 0.800521 | -0.00308643 | 0.800521 | 11.3869 | -0.0259892 | -0.00308643 | -0.0259892 | 0.0275002 | -4713307 | 3265776 | 
54952 | -196.15 | 61.4767 | -1.71193 | 1.40132 | 0.747928 | -0.00290754 | 0.747928 | 7.94845 | -0.0257762 | -0.00290754 | -0.0257762 | 0.00190018 | -4719270 | 3265775 | 
55132 | -199.358 | 61.7164 | -1.63647 | 4.24069 | 0.317087 | -0.00303924 | 0.317087 | 7.25648 | -0.0083767 | -0.00303924 | -0.0083767 | 0.0137371 | -4719270 | 3265775 | 
55133 | -199.358 | 61.7164 | -1.63647 | 4.24069 | 0.317087 | -0.00303924 | 0.317087 | 7.25648 | -0.0083767 | -0.00303924 | -0.0083767 | 0.0137371 | -4737914 | 3265743 | 
55140 | -199.358 | 61.7164 | -1.63647 | 4.24069 | 0.317087 | -0.00303924 | 0.317087 | 7.25648 | -0.0083767 | -0.00303924 | -0.0083767 | 0.0137371 | -4738983 | 3265743 | 
55200 | -198.844 | 63.7077 | -1.59627 | 3.26687 | 0.282667 | -0.00248083 | 0.282668 | 6.64302 | -0.0081677 | -0.00248083 | -0.0081677 | 0.0145144 | -4738983 | 3265743 | 
55201 | -198.844 | 63.7077 | -1.59627 | 3.26687 | 0.282667 | -0.00248083 | 0.282668 | 6.64302 | -0.0081677 | -0.00248083 | -0.0081677 | 0.0145144 | -4745635 | 3265743 | 
55275 | -199.18 | 64.916 | -1.56861 | 3.4437 | 0.258559 | -0.00218788 | 0.258559 | 7.19679 | -0.00916467 | -0.00218788 | -0.00916467 | 0.0153883 | -4752626 | 3265743 | 
55326 | -199.18 | 64.916 | -1.56861 | 3.4437 | 0.258559 | -0.00218788 | 0.258559 | 7.19679 | -0.00916467 | -0.00218788 | -0.00916467 | 0.0153883 | -4752626 | 3265743 | 
55327 | -199.18 | 64.916 | -1.56861 | 3.4437 | 0.258559 | -0.00218788 | 0.258559 | 7.19679 | -0.00916467 | -0.00218788 | -0.00916467 | 0.0153883 | -4759530 | 3265743 | 
55388 | -200.067 | 69.2898 | -1.53172 | 3.7888 | 0.327587 | -0.00134935 | 0.327587 | 9.68085 | -0.0243342 | -0.00134935 | -0.0243342 | 0.0308002 | -4759530 | 3265743 | 
55389 | -200.067 | 69.2898 | -1.53172 | 3.7888 | 0.327587 | -0.00134935 | 0.327587 | 9.68085 | -0.0243342 | -0.00134935 | -0.0243342 | 0.0308002 | -4767647 | 3265743 | 
55452 | -201.085 | 72.0143 | -1.46631 | 4.04236 | 0.207936 | -0.00087776 | 0.207936 | 9.66555 | -0.0237522 | -0.00087776 | -0.0237522 | 0.0308002 | -4774505 | 3265745 | 
55514 | -202.323 | 70.4751 | -1.42742 | 3.78791 | 0.119077 | -0.00212979 | 0.119077 | 6.94397 | -0.00862399 | -0.00212979 | -0.00862399 | 0.0153881 | -4774505 | 3265745 | 
55515 | -202.323 | 70.4751 | -1.42742 | 3.78791 | 0.119077 | -0.00212979 | 0.119077 | 6.94397 | -0.00862399 | -0.00212979 | -0.00862399 | 0.0153881 | -4781367 | 3265745 | 
55640 | -211.292 | 64.6036 | -1.36702 | 39.4595 | 0.866713 | -0.0391448 | 0.866713 | 24.2148 | -0.00221791 | -0.0391448 | -0.00221791 | 0.0308002 | -4796673 | 3265746 | 
55889 | -202.967 | 80.291 | -1.26985 | 5.03254 | -0.0607158 | 0.000277553 | -0.0607157 | 9.79719 | -0.021851 | 0.000277553 | -0.021851 | 0.0308002 | -4817386 | 3265748 | 
55890 | -202.967 | 80.291 | -1.26985 | 5.03254 | -0.0607158 | 0.000277553 | -0.0607157 | 9.79719 | -0.021851 | 0.000277553 | -0.021851 | 0.0308002 | -4825163 | 3265749 | 
55953 | -202.556 | 82.0004 | -1.23646 | 5.19226 | -0.103496 | 0.000480265 | -0.103496 | 9.82576 | -0.0215518 | 0.000480265 | -0.0215518 | 0.0308002 | -4831843 | 3265768 | 
56210 | -203.862 | 87.292 | -1.11483 | 5.96943 | -0.184322 | 0.000915595 | -0.184322 | 10.0127 | -0.0201484 | 0.000915595 | -0.0201484 | 0.0308002 | -4853037 | 3265774 | 
56212 | -203.862 | 87.292 | -1.11483 | 5.96943 | -0.184322 | 0.000915595 | -0.184322 | 10.0127 | -0.0201484 | 0.000915595 | -0.0201484 | 0.0308002 | -4860721 | 3265774 | 
56265 | -203.862 | 87.292 | -1.11483 | 5.96943 | -0.184322 | 0.000915595 | -0.184322 | 10.0127 | -0.0201484 | 0.000915595 | -0.0201484 | 0.0308002 | -4866312 | 3265774 | 
56328 | -203.59 | 89.8035 | -1.04771 | 6.46018 | -0.209198 | 0.00107717 | -0.209198 | 10.2202 | -0.0194397 | 0.00107717 | -0.0194397 | 0.0308002 | -4866312 | 3265774 | 
56332 | -203.59 | 89.8035 | -1.04771 | 6.46018 | -0.209198 | 0.00107717 | -0.209198 | 10.2202 | -0.0194397 | 0.00107717 | -0.0194397 | 0.0308002 | -4872945 | 3265775 | 
56454 | -203.656 | 92.6266 | -0.982294 | 6.95567 | -0.222857 | 0.00119443 | -0.222857 | 10.4228 | -0.0186769 | 0.00119443 | -0.0186769 | 0.0308002 | -4887294 | 3265775 | 
56515 | -203.656 | 92.6266 | -0.982294 | 6.95567 | -0.222857 | 0.00119443 | -0.222857 | 10.4228 | -0.0186769 | 0.00119443 | -0.0186769 | 0.0308002 | -4887294 | 3265775 | 
56517 | -203.656 | 92.6266 | -0.982294 | 6.95567 | -0.222857 | 0.00119443 | -0.222857 | 10.4228 | -0.0186769 | 0.00119443 | -0.0186769 | 0.0308002 | -4893696 | 3265775 | 
56640 | -204.046 | 96.7164 | -0.910847 | 7.58449 | -0.232544 | 0.00131271 | -0.232544 | 10.7056 | -0.0177332 | 0.00131271 | -0.0177332 | 0.0308002 | -4907532 | 3265775 | 
56701 | -206.2 | 94.6353 | -0.900484 | 8.53074 | -0.172669 | 0.0009821 | -0.172669 | 11.6108 | -0.0175953 | 0.0009821 | -0.0175953 | 0.0275002 | -4907532 | 3265775 | 
56702 | -206.2 | 94.6353 | -0.900484 | 8.53074 | -0.172669 | 0.0009821 | -0.172669 | 11.6108 | -0.0175953 | 0.0009821 | -0.0175953 | 0.0275002 | -4914128 | 3265775 | 
56765 | -203.829 | 97.9691 | -0.855124 | 8.07182 | -0.210904 | 0.00123131 | -0.210904 | 10.9902 | -0.0171449 | 0.00123131 | -0.0171449 | 0.0308002 | -4920726 | 3265775 | 
56887 | -200.807 | 102.652 | -0.782353 | 9.12851 | -0.241735 | 0.00147978 | -0.241735 | 11.7755 | -0.0163533 | 0.00147978 | -0.0163533 | 0.0308002 | -4927157 | 3265775 | 
56888 | -200.807 | 102.652 | -0.782353 | 9.12851 | -0.241735 | 0.00147978 | -0.241735 | 11.7755 | -0.0163533 | 0.00147978 | -0.0163533 | 0.0308002 | -4933621 | 3265775 | 
