Camera Localization Data & Odometric Encoder ticks
 time | pose.x | pose.y | pose.z | cov[1,1] | cov[1,2] | cov[1,3] | cov[2,1] | cov[2,2] | cov[2,3] | cov[3,1] | cov[3,2] | cov[3,3]	|	Left_Tick	| Right_Tick
30134 | -150.607 | 213.758 | 1.28043 | 10.0402 | 3.4336 | -0.0300485 | 3.4336 | 2.3359 | -0.011449 | -0.0300485 | -0.011449 | 0.000500202 | -2049992 | 2830316 | 
30200 | -150.354 | 212.248 | 1.27759 | 9.95222 | 3.41987 | -0.0299027 | 3.41987 | 2.33738 | -0.0114588 | -0.0299027 | -0.0114588 | 0.000500202 | -2049992 | 2830316 | 
30201 | -150.354 | 212.248 | 1.27759 | 9.95222 | 3.41987 | -0.0299027 | 3.41987 | 2.33738 | -0.0114588 | -0.0299027 | -0.0114588 | 0.000500202 | -2056427 | 2837316 | 
30264 | -149.929 | 210.687 | 1.27451 | 9.85904 | 3.4006 | -0.0297476 | 3.4006 | 2.33539 | -0.0114537 | -0.0297476 | -0.0114537 | 0.000500202 | -2062026 | 2843181 | 
30325 | -149.356 | 209.061 | 1.27268 | 9.75828 | 3.3779 | -0.0295789 | 3.3779 | 2.33187 | -0.0114421 | -0.0295789 | -0.0114421 | 0.000500202 | -2062026 | 2843181 | 
30326 | -149.356 | 209.061 | 1.27268 | 9.75828 | 3.3779 | -0.0295789 | 3.3779 | 2.33187 | -0.0114421 | -0.0295789 | -0.0114421 | 0.000500202 | -2067627 | 2849055 | 
30388 | -148.769 | 207.544 | 1.27128 | 9.66347 | 3.35548 | -0.0294192 | 3.35548 | 2.32785 | -0.0114279 | -0.0294192 | -0.0114279 | 0.000500202 | -2067627 | 2849055 | 
30389 | -148.769 | 207.544 | 1.27128 | 9.66347 | 3.35548 | -0.0294192 | 3.35548 | 2.32785 | -0.0114279 | -0.0294192 | -0.0114279 | 0.000500202 | -2073962 | 2855903 | 
30451 | -148.322 | 205.925 | 1.26926 | 9.56691 | 3.33701 | -0.0292555 | 3.33701 | 2.32731 | -0.0114286 | -0.0292555 | -0.0114286 | 0.000500202 | -2079468 | 2861909 | 
30514 | -147.955 | 204.236 | 1.26635 | 9.46962 | 3.3205 | -0.0290895 | 3.3205 | 2.32855 | -0.0114369 | -0.0290895 | -0.0114369 | 0.000500202 | -2079468 | 2861909 | 
30514 | -147.955 | 204.236 | 1.26635 | 9.46962 | 3.3205 | -0.0290895 | 3.3205 | 2.32855 | -0.0114369 | -0.0290895 | -0.0114369 | 0.000500202 | -2085132 | 2867964 | 
30577 | -147.284 | 203.245 | 1.27382 | 10.5265 | 3.3026 | -0.0289581 | 3.3026 | 3.45931 | -0.0114269 | -0.0289581 | -0.0114269 | 0.0275002 | -2085132 | 2867964 | 
30581 | -147.284 | 203.245 | 1.27382 | 10.5265 | 3.3026 | -0.0289581 | 3.3026 | 3.45931 | -0.0114269 | -0.0289581 | -0.0114269 | 0.0275002 | -2090965 | 2874110 | 
30639 | -147.124 | 201.065 | 1.26046 | 9.30263 | 3.2856 | -0.0287746 | 3.2856 | 2.34424 | -0.0114405 | -0.0287746 | -0.0114405 | 0.0019002 | -2097135 | 2880509 | 
30702 | -146.325 | 199.457 | 1.26007 | 9.18441 | 3.25804 | -0.0285972 | 3.25804 | 2.32172 | -0.0114149 | -0.0285972 | -0.0114149 | 0.000500202 | -2097135 | 2880509 | 
30702 | -146.325 | 199.457 | 1.26007 | 9.18441 | 3.25804 | -0.0285972 | 3.25804 | 2.32172 | -0.0114149 | -0.0285972 | -0.0114149 | 0.000500202 | -2104472 | 2888195 | 
30763 | -145.624 | 198.027 | 1.2609 | 9.10546 | 3.23449 | -0.0284373 | 3.23449 | 2.32956 | -0.0113961 | -0.0284373 | -0.0113961 | 0.0019002 | -2110824 | 2894873 | 
30827 | -145.624 | 198.027 | 1.2609 | 9.10546 | 3.23449 | -0.0284373 | 3.23449 | 2.32956 | -0.0113961 | -0.0284373 | -0.0113961 | 0.0019002 | -2110824 | 2894873 | 
30828 | -145.624 | 198.027 | 1.2609 | 9.10546 | 3.23449 | -0.0284373 | 3.23449 | 2.32956 | -0.0113961 | -0.0284373 | -0.0113961 | 0.0019002 | -2117171 | 2901477 | 
30888 | -145.056 | 196.266 | 1.25655 | 8.99263 | 3.21221 | -0.0282612 | 3.21221 | 2.31456 | -0.0113881 | -0.0282612 | -0.0113881 | 0.000500202 | -2117171 | 2901477 | 
30889 | -145.056 | 196.266 | 1.25655 | 8.99263 | 3.21221 | -0.0282612 | 3.21221 | 2.31456 | -0.0113881 | -0.0282612 | -0.0113881 | 0.000500202 | -2124532 | 2909065 | 
30951 | -144.132 | 195.188 | 1.26892 | 9.75487 | 3.18705 | -0.0281031 | 3.18705 | 3.15988 | -0.0113625 | -0.0281031 | -0.0113625 | 0.0275002 | -2130848 | 2915414 | 
31134 | -142.87 | 188.995 | 1.25243 | 8.5727 | 3.13256 | -0.0275097 | 3.13256 | 2.31767 | -0.0114091 | -0.0275097 | -0.0114091 | 0.000500202 | -2130848 | 2915414 | 
31135 | -142.87 | 188.995 | 1.25243 | 8.5727 | 3.13256 | -0.0275097 | 3.13256 | 2.31767 | -0.0114091 | -0.0275097 | -0.0114091 | 0.000500202 | -2149758 | 2934253 | 
31199 | -142.406 | 187.505 | 1.25499 | 8.49195 | 3.1164 | -0.0273478 | 3.1164 | 2.32742 | -0.0114174 | -0.0273478 | -0.0114174 | 0.0019002 | -2149758 | 2934253 | 
31200 | -142.406 | 187.505 | 1.25499 | 8.49195 | 3.1164 | -0.0273478 | 3.1164 | 2.32742 | -0.0114174 | -0.0273478 | -0.0114174 | 0.0019002 | -2157159 | 2941310 | 
31263 | -141.921 | 186.356 | 1.25774 | 8.49478 | 3.10014 | -0.0272173 | 3.10014 | 2.40017 | -0.0114123 | -0.0272173 | -0.0114123 | 0.0308002 | -2163610 | 2947299 | 
31325 | -141.422 | 184.275 | 1.25708 | 8.30532 | 3.08108 | -0.0270052 | 3.08108 | 2.32977 | -0.0114312 | -0.0270052 | -0.0114312 | 0.0019002 | -2163610 | 2947299 | 
31326 | -141.422 | 184.275 | 1.25708 | 8.30532 | 3.08108 | -0.0270052 | 3.08108 | 2.32977 | -0.0114312 | -0.0270052 | -0.0114312 | 0.0019002 | -2170009 | 2953254 | 
31388 | -138.951 | 183.557 | 1.25182 | 7.78615 | 2.62856 | -0.0137141 | 2.62856 | 2.72146 | -0.00577665 | -0.0137141 | -0.00577665 | 0.0145281 | -2170009 | 2953254 | 
31389 | -138.951 | 183.557 | 1.25182 | 7.78615 | 2.62856 | -0.0137141 | 2.62856 | 2.72146 | -0.00577665 | -0.0137141 | -0.00577665 | 0.0145281 | -2177532 | 2960202 | 
31450 | -139.841 | 181.447 | 1.2557 | 7.05944 | 2.35669 | -0.00931576 | 2.35669 | 2.59015 | -0.00398499 | -0.00931576 | -0.00398499 | 0.0098717 | -2184003 | 2966069 | 
31515 | -140.717 | 178.6 | 1.25809 | 7.80225 | 2.68782 | -0.014028 | 2.68782 | 2.74697 | -0.00609047 | -0.014028 | -0.00609047 | 0.0145284 | -2184003 | 2966069 | 
31515 | -140.717 | 178.6 | 1.25809 | 7.80225 | 2.68782 | -0.014028 | 2.68782 | 2.74697 | -0.00609047 | -0.014028 | -0.00609047 | 0.0145284 | -2190425 | 2971743 | 
31574 | -139.135 | 177.04 | 1.25928 | 8.49237 | 2.99827 | -0.0262402 | 2.99827 | 2.92724 | -0.0114483 | -0.0262402 | -0.0114483 | 0.0275002 | -2190425 | 2971743 | 
31577 | -139.135 | 177.04 | 1.25928 | 8.49237 | 2.99827 | -0.0262402 | 2.99827 | 2.92724 | -0.0114483 | -0.0262402 | -0.0114483 | 0.0275002 | -2197027 | 2977413 | 
31642 | -139.607 | 174.748 | 1.26909 | 7.1608 | 2.68882 | -0.0131948 | 2.68882 | 2.24716 | -0.00583444 | -0.0131948 | -0.00583444 | 0.0154 | -2203580 | 2983046 | 
31701 | -139.607 | 174.748 | 1.26909 | 7.1608 | 2.68882 | -0.0131948 | 2.68882 | 2.24716 | -0.00583444 | -0.0131948 | -0.00583444 | 0.0154 | -2203580 | 2983046 | 
31702 | -139.607 | 174.748 | 1.26909 | 7.1608 | 2.68882 | -0.0131948 | 2.68882 | 2.24716 | -0.00583444 | -0.0131948 | -0.00583444 | 0.0154 | -2211304 | 2989628 | 
31764 | -138.968 | 173.818 | 1.26751 | 7.11998 | 2.67658 | -0.0131341 | 2.67658 | 2.23971 | -0.00581636 | -0.013134 | -0.00581636 | 0.0154 | -2217814 | 2995290 | 
31825 | -138.527 | 171.851 | 1.28043 | 6.97735 | 2.65856 | -0.0232372 | 2.65856 | 2.18921 | -0.0103464 | -0.0232372 | -0.0103464 | 0.000485297 | -2217814 | 2995290 | 
31826 | -138.527 | 171.851 | 1.28043 | 6.97735 | 2.65856 | -0.0232372 | 2.65856 | 2.18921 | -0.0103464 | -0.0232372 | -0.0103464 | 0.000485297 | -2224321 | 3000866 | 
31954 | -136.658 | 169.691 | 1.29236 | 7.51313 | 2.89719 | -0.025391 | 2.89719 | 2.38195 | -0.0114323 | -0.025391 | -0.0114323 | 0.0308002 | -2238902 | 3012768 | 
32202 | -133.962 | 162.979 | 1.30294 | 7.74208 | 2.79306 | -0.0246468 | 2.79306 | 2.9647 | -0.0113541 | -0.0246468 | -0.0113541 | 0.0275002 | -2261688 | 3030227 | 
32204 | -133.962 | 162.979 | 1.30294 | 7.74208 | 2.79306 | -0.0246468 | 2.79306 | 2.9647 | -0.0113541 | -0.0246468 | -0.0113541 | 0.0275002 | -2269042 | 3035581 | 
32264 | -133.403 | 161.614 | 1.32099 | 6.99974 | 2.76201 | -0.0244625 | 2.76201 | 2.30327 | -0.0113125 | -0.0244625 | -0.0113125 | 0.0019002 | -2276344 | 3040773 | 
32325 | -133.613 | 158.809 | 1.32864 | 6.95595 | 2.74954 | -0.0241803 | 2.74954 | 2.41474 | -0.0113929 | -0.0241803 | -0.0113929 | 0.0308002 | -2276344 | 3040773 | 
32326 | -133.613 | 158.809 | 1.32864 | 6.95595 | 2.74954 | -0.0241803 | 2.74954 | 2.41474 | -0.0113929 | -0.0241803 | -0.0113929 | 0.0308002 | -2283549 | 3045785 | 
32387 | -132.184 | 157.513 | 1.34898 | 6.86602 | 2.69186 | -0.0239775 | 2.69186 | 2.38954 | -0.0112481 | -0.0239775 | -0.0112481 | 0.0308002 | -2283549 | 3045785 | 
32388 | -132.184 | 157.513 | 1.34898 | 6.86602 | 2.69186 | -0.0239775 | 2.69186 | 2.38954 | -0.0112481 | -0.0239775 | -0.0112481 | 0.0308002 | -2290636 | 3050759 | 
32451 | -131.338 | 156.367 | 1.35221 | 7.48185 | 2.66158 | -0.0238398 | 2.66158 | 3.05715 | -0.0111858 | -0.0238398 | -0.0111858 | 0.0275002 | -2298977 | 3056395 | 
32516 | -131.575 | 153.661 | 1.36041 | 6.70584 | 2.64651 | -0.023565 | 2.64651 | 2.42599 | -0.0112522 | -0.023565 | -0.0112522 | 0.0308002 | -2298977 | 3056395 | 
32517 | -131.575 | 153.661 | 1.36041 | 6.70584 | 2.64651 | -0.023565 | 2.64651 | 2.42599 | -0.0112522 | -0.023565 | -0.0112522 | 0.0308002 | -2306137 | 3061215 | 
32576 | -130.032 | 153.089 | 1.37279 | 7.38122 | 2.59439 | -0.0234519 | 2.59439 | 3.11691 | -0.0110838 | -0.0234519 | -0.0110838 | 0.0275002 | -2306137 | 3061215 | 
32578 | -130.032 | 153.089 | 1.37279 | 7.38122 | 2.59439 | -0.0234519 | 2.59439 | 3.11691 | -0.0110838 | -0.0234519 | -0.0110838 | 0.0275002 | -2313455 | 3066163 | 
32639 | -129.451 | 151.377 | 1.38709 | 7.33648 | 2.55802 | -0.0232464 | 2.55802 | 3.15497 | -0.011025 | -0.0232464 | -0.011025 | 0.0275002 | -2322123 | 3072071 | 
32701 | -129.451 | 151.377 | 1.38709 | 7.33648 | 2.55802 | -0.0232464 | 2.55802 | 3.15497 | -0.011025 | -0.0232464 | -0.011025 | 0.0275002 | -2322123 | 3072071 | 
32702 | -129.451 | 151.377 | 1.38709 | 7.33648 | 2.55802 | -0.0232464 | 2.55802 | 3.15497 | -0.011025 | -0.0232464 | -0.011025 | 0.0275002 | -2329769 | 3077386 | 
32764 | -128.763 | 149.909 | 1.39817 | 6.34672 | 2.52241 | -0.0230697 | 2.52241 | 2.23147 | -0.0109548 | -0.0230697 | -0.0109548 | 0.0019002 | -2337623 | 3082983 | 
32825 | -128.31 | 148.239 | 1.40933 | 6.26121 | 2.49066 | -0.0228782 | 2.49066 | 2.22345 | -0.0109074 | -0.0228782 | -0.0109074 | 0.0019002 | -2337623 | 3082983 | 
32826 | -128.31 | 148.239 | 1.40933 | 6.26121 | 2.49066 | -0.0228782 | 2.49066 | 2.22345 | -0.0109074 | -0.0228782 | -0.0109074 | 0.0019002 | -2345866 | 3088667 | 
32888 | -127.919 | 146.328 | 1.42149 | 7.24805 | 2.45715 | -0.0226631 | 2.45715 | 3.29837 | -0.0108628 | -0.0226631 | -0.0108628 | 0.0275002 | -2345866 | 3088667 | 
32889 | -127.919 | 146.328 | 1.42149 | 7.24805 | 2.45715 | -0.0226631 | 2.45715 | 3.29837 | -0.0108628 | -0.0226631 | -0.0108628 | 0.0275002 | -2354272 | 3094498 | 
32951 | -127.536 | 144.594 | 1.43417 | 7.22818 | 2.42377 | -0.0224654 | 2.42377 | 3.35598 | -0.0108095 | -0.0224654 | -0.0108095 | 0.0275002 | -2364338 | 3101406 | 
33127 | -125.76 | 139.058 | 1.47229 | 7.20269 | 2.30215 | -0.0218376 | 2.30215 | 3.55534 | -0.0105622 | -0.0218376 | -0.0105622 | 0.0275002 | -2364338 | 3101406 | 
33128 | -125.76 | 139.058 | 1.47229 | 7.20269 | 2.30215 | -0.0218376 | 2.30215 | 3.55534 | -0.0105622 | -0.0218376 | -0.0105622 | 0.0275002 | -2390083 | 3118772 | 
33202 | -125.098 | 137.271 | 1.48522 | 7.20778 | 2.25911 | -0.0216363 | 2.25911 | 3.62655 | -0.0104611 | -0.0216363 | -0.0104611 | 0.0275002 | -2390083 | 3118772 | 
33203 | -125.098 | 137.271 | 1.48522 | 7.20778 | 2.25911 | -0.0216363 | 2.25911 | 3.62655 | -0.0104611 | -0.0216363 | -0.0104611 | 0.0275002 | -2399703 | 3125081 | 
33265 | -124.494 | 135.66 | 1.49792 | 5.66421 | 2.21864 | -0.0214553 | 2.21864 | 2.13988 | -0.0103604 | -0.0214553 | -0.0103604 | 0.0019002 | -2407771 | 3130362 | 
33327 | -123.962 | 131.951 | 1.51266 | 6.11519 | 2.15889 | -0.021065 | 2.15889 | 2.73747 | -0.0102681 | -0.021065 | -0.0102681 | 0.0308002 | -2407771 | 3130362 | 
33328 | -123.962 | 131.951 | 1.51266 | 6.11519 | 2.15889 | -0.021065 | 2.15889 | 2.73747 | -0.0102681 | -0.021065 | -0.0102681 | 0.0308002 | -2415694 | 3135444 | 
33387 | -123.556 | 131.443 | 1.52091 | 7.29138 | 2.13635 | -0.0210035 | 2.13635 | 3.92372 | -0.0101907 | -0.0210035 | -0.0101907 | 0.0275002 | -2415694 | 3135444 | 
33388 | -123.556 | 131.443 | 1.52091 | 7.29138 | 2.13635 | -0.0210035 | 2.13635 | 3.92372 | -0.0101907 | -0.0210035 | -0.0101907 | 0.0275002 | -2423583 | 3140404 | 
33452 | -123.386 | 129.927 | 1.53871 | 5.43147 | 2.09893 | -0.0208352 | 2.09893 | 2.11432 | -0.010093 | -0.0208352 | -0.010093 | 0.0019002 | -2432632 | 3145857 | 
33516 | -122.86 | 128.105 | 1.55347 | 5.36187 | 2.05404 | -0.0206392 | 2.05404 | 2.10136 | -0.00997091 | -0.0206392 | -0.00997091 | 0.0019002 | -2432632 | 3145857 | 
33517 | -122.86 | 128.105 | 1.55347 | 5.36187 | 2.05404 | -0.0206392 | 2.05404 | 2.10136 | -0.00997091 | -0.0206392 | -0.00997091 | 0.0019002 | -2440229 | 3150295 | 
33579 | -122.137 | 125.933 | 1.56408 | 7.43033 | 2.00626 | -0.0204129 | 2.00626 | 4.23805 | -0.00984694 | -0.0204129 | -0.00984694 | 0.0275002 | -2440229 | 3150295 | 
33583 | -122.137 | 125.933 | 1.56408 | 7.43033 | 2.00626 | -0.0204129 | 2.00626 | 4.23805 | -0.00984694 | -0.0204129 | -0.00984694 | 0.0275002 | -2447865 | 3154728 | 
33640 | -122.309 | 124.04 | 1.58573 | 7.50826 | 1.96587 | -0.0202117 | 1.96587 | 4.37753 | -0.00974467 | -0.0202117 | -0.00974467 | 0.0275002 | -2456823 | 3159871 | 
33702 | -121.754 | 122.283 | 1.59745 | 5.16219 | 1.92336 | -0.020031 | 1.92336 | 2.07992 | -0.00961993 | -0.020031 | -0.00961993 | 0.0019002 | -2456823 | 3159871 | 
33703 | -121.754 | 122.283 | 1.59745 | 5.16219 | 1.92336 | -0.020031 | 1.92336 | 2.07992 | -0.00961993 | -0.020031 | -0.00961993 | 0.0019002 | -2464485 | 3164401 | 
33764 | -121.754 | 122.283 | 1.59745 | 5.16219 | 1.92336 | -0.020031 | 1.92336 | 2.07992 | -0.00961993 | -0.020031 | -0.00961993 | 0.0019002 | -2472080 | 3168849 | 
33826 | -121.679 | 120.885 | 1.61327 | 4.98667 | 1.88869 | -0.0198863 | 1.88869 | 1.94208 | -0.00951528 | -0.0198863 | -0.00951528 | 0.000500202 | -2472080 | 3168849 | 
33827 | -121.679 | 120.885 | 1.61327 | 4.98667 | 1.88869 | -0.0198863 | 1.88869 | 1.94208 | -0.00951528 | -0.0198863 | -0.00951528 | 0.000500202 | -2479452 | 3173235 | 
33888 | -121.38 | 119.733 | 1.62857 | 4.94131 | 1.85242 | -0.019769 | 1.85242 | 1.91911 | -0.00938788 | -0.019769 | -0.00938788 | 0.000500202 | -2479452 | 3173235 | 
33889 | -121.38 | 119.733 | 1.62857 | 4.94131 | 1.85242 | -0.019769 | 1.85242 | 1.91911 | -0.00938788 | -0.019769 | -0.00938788 | 0.000500202 | -2487986 | 3178006 | 
33951 | -121.249 | 118.165 | 1.64394 | 4.88097 | 1.81479 | -0.0196116 | 1.81479 | 1.89882 | -0.00927096 | -0.0196116 | -0.00927096 | 0.000500202 | -2495328 | 3181993 | 
34126 | -120.324 | 113.401 | 1.69124 | 4.70865 | 1.68808 | -0.0191533 | 1.68808 | 1.82417 | -0.00882992 | -0.0191533 | -0.00882992 | 0.000500202 | -2495328 | 3181993 | 
34127 | -120.324 | 113.401 | 1.69124 | 4.70865 | 1.68808 | -0.0191533 | 1.68808 | 1.82417 | -0.00882992 | -0.0191533 | -0.00882992 | 0.000500202 | -2515840 | 3192658 | 
34138 | -120.324 | 113.401 | 1.69124 | 4.70865 | 1.68808 | -0.0191533 | 1.68808 | 1.82417 | -0.00882992 | -0.0191533 | -0.00882992 | 0.000500202 | -2517037 | 3193263 | 
34202 | -120.165 | 111.686 | 1.70774 | 4.64945 | 1.6458 | -0.0189926 | 1.6458 | 1.80018 | -0.00868152 | -0.0189926 | -0.00868152 | 0.000500202 | -2517037 | 3193263 | 
34203 | -120.165 | 111.686 | 1.70774 | 4.64945 | 1.6458 | -0.0189926 | 1.6458 | 1.80018 | -0.00868152 | -0.0189926 | -0.00868152 | 0.000500202 | -2525698 | 3197520 | 
34265 | -119.931 | 109.889 | 1.72459 | 4.86226 | 1.60056 | -0.0188283 | 1.60056 | 2.04672 | -0.00851655 | -0.0188283 | -0.00851655 | 0.0019002 | -2533237 | 3201028 | 
34327 | -119.547 | 108.295 | 1.74229 | 4.8392 | 1.55372 | -0.0186908 | 1.55372 | 2.04346 | -0.0083281 | -0.0186908 | -0.0083281 | 0.0019002 | -2533237 | 3201028 | 
34328 | -119.547 | 108.295 | 1.74229 | 4.8392 | 1.55372 | -0.0186908 | 1.55372 | 2.04346 | -0.0083281 | -0.0186908 | -0.0083281 | 0.0019002 | -2540898 | 3204686 | 
34388 | -119.499 | 106.829 | 1.76371 | 4.49654 | 1.5092 | -0.0185687 | 1.5092 | 1.71573 | -0.00814264 | -0.0185687 | -0.00814264 | 0.000500202 | -2540898 | 3204686 | 
34389 | -119.499 | 106.829 | 1.76371 | 4.49654 | 1.5092 | -0.0185687 | 1.5092 | 1.71573 | -0.00814264 | -0.0185687 | -0.00814264 | 0.000500202 | -2549602 | 3208724 | 
34452 | -119.329 | 105.202 | 1.78219 | 4.44903 | 1.46436 | -0.018434 | 1.46436 | 1.68832 | -0.00795838 | -0.018434 | -0.00795838 | 0.000500202 | -2557075 | 3212087 | 
34518 | -119.295 | 103.581 | 1.80064 | 4.79444 | 1.42168 | -0.0183013 | 1.42168 | 2.05475 | -0.00778241 | -0.0183013 | -0.00778241 | 0.0019002 | -2557075 | 3212087 | 
34518 | -119.295 | 103.581 | 1.80064 | 4.79444 | 1.42168 | -0.0183013 | 1.42168 | 2.05475 | -0.00778241 | -0.0183013 | -0.00778241 | 0.0019002 | -2564481 | 3215237 | 
34576 | -119.397 | 101.957 | 1.8217 | 4.35842 | 1.37758 | -0.0181735 | 1.37758 | 1.63635 | -0.00759403 | -0.0181735 | -0.00759403 | 0.000500202 | -2564481 | 3215237 | 
34579 | -119.397 | 101.957 | 1.8217 | 4.35842 | 1.37758 | -0.0181735 | 1.37758 | 1.63635 | -0.00759403 | -0.0181735 | -0.00759403 | 0.000500202 | -2572080 | 3218171 | 
34641 | -119.105 | 100.011 | 1.84119 | 4.77918 | 1.32535 | -0.0180262 | 1.32535 | 2.07625 | -0.00736571 | -0.0180262 | -0.00736571 | 0.0019002 | -2581070 | 3221509 | 
34701 | -120.41 | 94.1851 | 1.87265 | 8.23607 | 1.23591 | -0.0174928 | 1.23591 | 5.68074 | -0.007078 | -0.0174928 | -0.007078 | 0.0308002 | -2581070 | 3221509 | 
34702 | -120.41 | 94.1851 | 1.87265 | 8.23607 | 1.23591 | -0.0174928 | 1.23591 | 5.68074 | -0.007078 | -0.0174928 | -0.007078 | 0.0308002 | -2588928 | 3224252 | 
34763 | -120.41 | 94.1851 | 1.87265 | 8.23607 | 1.23591 | -0.0174928 | 1.23591 | 5.68074 | -0.007078 | -0.0174928 | -0.007078 | 0.0308002 | -2597024 | 3227106 | 
35130 | -117.379 | 85.4038 | 2.01888 | 9.88685 | 0.899222 | -0.0172297 | 0.899222 | 7.19546 | -0.005228 | -0.0172297 | -0.005228 | 0.0308002 | -2622782 | 3235085 | 
35132 | -117.379 | 85.4038 | 2.01888 | 9.88685 | 0.899222 | -0.0172297 | 0.899222 | 7.19546 | -0.005228 | -0.0172297 | -0.005228 | 0.0308002 | -2645783 | 3240047 | 
35513 | -118.761 | 75.3412 | 2.21479 | 12.2462 | 0.54047 | -0.017284 | 0.54047 | 9.36125 | -0.00313178 | -0.017284 | -0.00313178 | 0.0308002 | -2685297 | 3242723 | 
35517 | -118.761 | 75.3412 | 2.21479 | 12.2462 | 0.54047 | -0.017284 | 0.54047 | 9.36125 | -0.00313178 | -0.017284 | -0.00313178 | 0.0308002 | -2692727 | 3243179 | 
36134 | -126.958 | 61.5082 | 2.53298 | 16.6693 | 0.016779 | -0.0181583 | 0.016779 | 13.3773 | -9.11405e-005 | -0.0181583 | -9.11405e-005 | 0.0308002 | -2749691 | 3248234 | 
36135 | -126.958 | 61.5082 | 2.53298 | 16.6693 | 0.016779 | -0.0181583 | 0.016779 | 13.3773 | -9.11405e-005 | -0.0181583 | -9.11405e-005 | 0.0308002 | -2773561 | 3250464 | 
36139 | -126.958 | 61.5082 | 2.53298 | 16.6693 | 0.016779 | -0.0181583 | 0.016779 | 13.3773 | -9.11405e-005 | -0.0181583 | -9.11405e-005 | 0.0308002 | -2774885 | 3250616 | 
36203 | -125.155 | 59.7064 | 2.55531 | 17.2278 | -0.0605415 | -0.018412 | -0.0605414 | 13.8442 | 0.000330907 | -0.018412 | 0.000330907 | 0.0308002 | -2774885 | 3250616 | 
36205 | -125.155 | 59.7064 | 2.55531 | 17.2278 | -0.0605415 | -0.018412 | -0.0605414 | 13.8442 | 0.000330907 | -0.018412 | 0.000330907 | 0.0308002 | -2782986 | 3251334 | 
36264 | -125.155 | 59.7064 | 2.55531 | 17.2278 | -0.0605415 | -0.018412 | -0.0605414 | 13.8442 | 0.000330907 | -0.018412 | 0.000330907 | 0.0308002 | -2790899 | 3252144 | 
36512 | -129.929 | 57.8084 | 2.72708 | 5.01405 | -0.283448 | -0.0196472 | -0.283448 | 1.18108 | 0.00144694 | -0.0196472 | 0.00144694 | 0.000500202 | -2814398 | 3253753 | 
36514 | -129.929 | 57.8084 | 2.72708 | 5.01405 | -0.283448 | -0.0196472 | -0.283448 | 1.18108 | 0.00144694 | -0.0196472 | 0.00144694 | 0.000500202 | -2821757 | 3254854 | 
36577 | -130.908 | 52.5944 | 2.75676 | 20.3301 | -0.406519 | -0.0196745 | -0.406518 | 16.5084 | 0.00207172 | -0.0196745 | 0.00207172 | 0.0308002 | -2821757 | 3254854 | 
36577 | -130.908 | 52.5944 | 2.75676 | 20.3301 | -0.406519 | -0.0196745 | -0.406518 | 16.5084 | 0.00207172 | -0.0196745 | 0.00207172 | 0.0308002 | -2829035 | 3255679 | 
36638 | -130.908 | 52.5944 | 2.75676 | 20.3301 | -0.406519 | -0.0196745 | -0.406518 | 16.5084 | 0.00207172 | -0.0196745 | 0.00207172 | 0.0308002 | -2836347 | 3256704 | 
36703 | -134.941 | 50.9723 | 2.82629 | 19.0361 | -0.500009 | -0.0200416 | -0.500009 | 15.0885 | 0.0025012 | -0.0200416 | 0.0025012 | 0.0275002 | -2836347 | 3256704 | 
36703 | -134.941 | 50.9723 | 2.82629 | 19.0361 | -0.500009 | -0.0200416 | -0.500009 | 15.0885 | 0.0025012 | -0.0200416 | 0.0025012 | 0.0275002 | -2844866 | 3257337 | 
36889 | -134.126 | 51.7353 | 2.87889 | 8.57959 | -0.568162 | -0.0207674 | -0.568162 | 4.349 | 0.00274262 | -0.0207674 | 0.00274262 | 0.0019002 | -2859421 | 3258755 | 
36890 | -134.126 | 51.7353 | 2.87889 | 8.57959 | -0.568162 | -0.0207674 | -0.568162 | 4.349 | 0.00274262 | -0.0207674 | 0.00274262 | 0.0019002 | -2867788 | 3259407 | 
36952 | -134.739 | 51.2928 | 2.9086 | 20.4309 | -0.612967 | -0.0210557 | -0.612967 | 16.0899 | 0.00291828 | -0.0210557 | 0.00291828 | 0.0275002 | -2874767 | 3260223 | 
37130 | -138.235 | 48.4313 | 2.99981 | 9.38333 | -0.769586 | -0.0217944 | -0.769586 | 4.76645 | 0.00353944 | -0.0217944 | 0.00353944 | 0.0019002 | -2874767 | 3260223 | 
37130 | -138.235 | 48.4313 | 2.99981 | 9.38333 | -0.769586 | -0.0217944 | -0.769586 | 4.76645 | 0.00353944 | -0.0217944 | 0.00353944 | 0.0019002 | -2895365 | 3262514 | 
37199 | -138.225 | 48.2735 | 3.02932 | 4.17882 | -0.435823 | -0.0149832 | -0.435823 | 1.18249 | 0.00221319 | -0.0149832 | 0.00221319 | 0.000467742 | -2895365 | 3262514 | 
37201 | -138.225 | 48.2735 | 3.02932 | 4.17882 | -0.435823 | -0.0149832 | -0.435823 | 1.18249 | 0.00221319 | -0.0149832 | 0.00221319 | 0.000467742 | -2902908 | 3263216 | 
37263 | -138.822 | 48.6175 | 3.057 | 5.63608 | 0.0367375 | -0.0121879 | 0.0367373 | 3.73975 | 0.00100108 | -0.0121879 | 0.00100108 | 0.00175848 | -2909095 | 3263606 | 
37326 | -140.389 | 47.2582 | 3.08613 | 4.15025 | -0.449606 | -0.014622 | -0.449606 | 1.18775 | 0.0022526 | -0.014622 | 0.0022526 | 0.000464186 | -2909095 | 3263606 | 
