n_time      pose_x     pose_y  pose_theta    cov_11    cov_12    cov_13    cov_21     cov_22    cov_23    cov_31    cov_32    cov_33   tick_L   tick_R
 10826   15.368300   23.40100    1.567960   1.32181 -0.074192 -0.005564 -0.074192   1.029450  0.001329 -0.005564  0.001329  0.000500   224170   221721
 10953   15.348600   25.02040    1.568490   1.30461 -0.072110 -0.005403 -0.072110   1.029950  0.001330 -0.005403  0.001330  0.000500   236700   236395
 11130   15.982300   29.51590    1.581850   1.27507 -0.061358 -0.004974 -0.061358   1.042240  0.001228 -0.004974  0.001228  0.001900   252643   256741
 11201   15.717000   31.07550    1.593420   1.26361 -0.059145 -0.004836 -0.059145   1.044010  0.001217 -0.004836  0.001217  0.001900   258778   264564
 11262   15.803400   32.50460    1.598750   1.25333 -0.056154 -0.004702 -0.056154   1.045790  0.001188 -0.004702  0.001188  0.001900   264063   270981
 11325   15.868900   34.03170    1.603540   1.22384 -0.053213 -0.004558 -0.053213   1.029040  0.001161 -0.004558  0.001161  0.000500   269416   277274
 11390   15.907000   35.93680    1.611610   2.44274 -0.049475 -0.004381 -0.049475   2.262820  0.001123 -0.004381  0.001123  0.027500   275977   284562
 11453   16.010800   37.53110    1.615510   1.22227 -0.046448 -0.004229 -0.046448   1.054750  0.001092 -0.004229  0.001092  0.001900   281706   290928
 11516   15.985600   38.96940    1.617150   1.18559 -0.044494 -0.004088 -0.044494   1.029560  0.001081 -0.004088  0.001081  0.000500   287427   297381
 11577   15.694500   40.67220    1.621720   1.20654 -0.042844 -0.003924 -0.042844   1.063670  0.001084 -0.003924  0.001084  0.001900   293133   304080
 11638   15.687400   42.29790    1.624480   1.20062 -0.040421 -0.003766 -0.040421   1.069450  0.001065 -0.003766  0.001065  0.001900   298916   311088
 11703   15.833300   44.00680    1.629720   1.19578 -0.037044 -0.003606 -0.037044   1.075460  0.001019 -0.003606  0.001019  0.001900   305906   319406
 11769   15.907700   45.61800    1.635110   1.19243 -0.034098 -0.003455 -0.034098   1.081910  0.000978 -0.003455  0.000978  0.001900   312257   326537
 11826   15.666900   47.44130    1.640450   1.18967 -0.031995 -0.003282 -0.031995   1.090590  0.000966 -0.003282  0.000966  0.001900   318784   333816
 11888   15.406800   49.44940    1.643890   1.18825 -0.029964 -0.003086 -0.029964   1.101540  0.000961 -0.003086  0.000961  0.001900   325473   341556
 11954   15.852900   51.89370    1.645800   3.21043 -0.025638 -0.002848 -0.025638   3.136440  0.000889 -0.002848  0.000889  0.027500   333578   351074
 12139   15.571700   55.71670    1.661240   1.09203 -0.020401 -0.002496 -0.020401   1.035430  0.000804 -0.002496  0.000804  0.000500   357486   377308
 12203   15.427000   57.54400    1.664830   1.08510 -0.018473 -0.002319 -0.018473   1.036620  0.000782 -0.002319  0.000782  0.000500   365304   385460
 12264   15.058900   59.33290    1.666410   1.07864 -0.017309 -0.002141 -0.017309   1.038290  0.000793 -0.002141  0.000793  0.000500   372993   393543
 12327   14.832000   60.95310    1.669150   1.05430 -0.012437 -0.001898 -0.012437   1.019070  0.000763 -0.001898  0.000763  0.000492   380755   401490
 12389   14.442900   63.50410    1.671940   1.25003 -0.013841 -0.001731 -0.013841   1.225340  0.000780 -0.001731  0.000780  0.001900   388389   409277
 12451   14.632800   65.55420    1.670810   1.27288 -0.011752 -0.001526 -0.011752   1.254350  0.000748 -0.001526  0.000748  0.001900   397435   418087
 12516   14.360600   67.58100    1.672110   1.05870 -0.010222 -0.001324 -0.010222   1.045890  0.000746 -0.001324  0.000746  0.000500   404950   425372
 12577   13.857700   69.33830    1.671760   1.05612 -0.009270 -0.001143 -0.009270   1.048290  0.000781 -0.001143  0.000781  0.000500   412334   432450
 12638   13.489800   71.23490    1.670660   1.05420 -0.007988 -0.000948 -0.007988   1.050850  0.000806 -0.000948  0.000806  0.000500   419440   439582
 12703   13.460000   72.74250    1.671300   1.03365 -0.002765 -0.000751 -0.002765   1.029020  0.000774 -0.000751  0.000774  0.000492   427684   447821
 12765   13.166500   74.96230    1.671070   1.05330 -0.004935 -0.000574 -0.004935   1.055490  0.000798 -0.000574  0.000798  0.000500   434739   454804
